host_response_rate,host_acceptance_rate,host_listings_count,latitude,longitude,city,zipcode,state,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
70%,,1.0,48.884840000000004,2.38694,Paris,75019,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$75.00,$25.00,$200.00,3,28,13
,,2.0,48.878190000000004,2.29517,Paris,75017,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$300.00,$100.00,$0.00,3,90,95
100%,,1.0,48.87185,2.34838,Paris,75010,Île-de-France,5,Entire home/apt,3.0,1.0,4.0,$150.00,$50.00,$300.00,7,21,7
,,1.0,48.87162,2.3803900000000002,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,,,5,20,2
100%,,1.0,48.84698,2.3668,Paris,75012,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$98.00,$30.00,$300.00,5,30,2
100%,,1.0,48.85264,2.29711,Paris,75015,Île-de-France,6,Entire home/apt,3.0,1.0,5.0,$290.00,$80.00,$300.00,5,1125,8
,,1.0,48.84233,2.33845,Paris,75005,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$110.00,,,3,1125,45
100%,,1.0,48.87104,2.29325,Paris,75116,Île-de-France,2,Private room,1.0,1.0,1.0,$95.00,$42.00,$400.00,1,1125,173
100%,,3.0,48.86893,2.35087,Paris,75002,Île-de-France,4,Entire home/apt,0.0,1.0,2.0,$70.00,$0.00,$400.00,1,100,53
100%,,2.0,48.89113,2.34933,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$96.00,$35.00,$300.00,2,1125,234
81%,,31.0,48.85761,2.30838,Paris,75007,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$80.00,,$500.00,30,1125,4
60%,,2.0,48.87518,2.35203,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,$47.00,$0.00,4,365,24
93%,,19.0,48.84914000000001,2.33986,Paris,75006,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$460.00,$115.00,$800.00,2,21,34
,,1.0,48.87489,2.33659,Paris,75009,Île-de-France,2,Entire home/apt,2.0,1.0,1.0,$120.00,,,3,1125,0
85%,,180.0,48.8635,2.35416,Paris,75003,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$105.00,$30.00,$500.00,91,1125,1
80%,,1.0,48.85132,2.33736,Paris,75006,IDF,4,Entire home/apt,2.0,1.0,2.0,$220.00,$50.00,"$1,000.00",3,1125,73
100%,,2.0,48.88227,2.34997,Paris,75009,Île-de-France,2,Private room,1.0,1.0,1.0,$60.00,,,2,1125,125
93%,,1.0,48.85655,2.35944,Paris,75004,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$91.00,$41.00,$0.00,1,20,231
,,1.0,48.87108,2.35881,Paris,75010,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$85.00,,,1,1125,0
100%,,2.0,48.85742,2.35564,Paris,75004,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$90.00,$55.00,$0.00,3,1125,196
,,1.0,48.873459999999994,2.30863,Paris,75008,Île-de-France,4,Entire home/apt,3.0,2.0,3.0,$205.00,$200.00,"$3,000.00",5,60,12
100%,,1.0,48.8279,2.35807,Paris,,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$65.00,$20.00,$300.00,5,120,13
,,1.0,48.86449,2.3414,Paris,75001,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$85.00,$100.00,$500.00,7,29,0
93%,,19.0,48.8525,2.35475,Paris,75004,Île-de-France,3,Entire home/apt,1.0,1.0,3.0,$280.00,$125.00,$500.00,1,365,22
100%,,1.0,48.86636,2.2808200000000003,Paris,75116,Île-de-France,2,Entire home/apt,2.0,1.0,2.0,$120.00,$45.00,$500.00,3,1125,16
100%,,1.0,48.84724,2.31068,Paris,75015,Île-de-France,2,Private room,1.0,1.0,0.0,$85.00,$5.00,$0.00,1,1125,8
100%,,1.0,48.85172,2.3433900000000003,Paris,75005,,7,Entire home/apt,4.0,2.0,4.0,$450.00,$80.00,$800.00,2,1125,114
100%,,1.0,48.85958,2.35588,Paris,75004,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$200.00,$50.00,"$1,500.00",3,30,112
,,1.0,48.87533,2.3460799999999997,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$250.00,$60.00,$700.00,30,90,48
,,1.0,48.88694,2.3513599999999997,Paris,75018,Île-de-France,1,Private room,1.0,1.0,1.0,$30.00,,,14,1125,0
,,1.0,48.88112,2.31712,Paris,75008,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$89.00,,,2,1125,1
100%,,1.0,48.88572,2.3573,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$60.00,$34.00,$500.00,4,1125,11
100%,,1.0,48.84287,2.316,Paris,75015,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$80.00,,$200.00,30,365,138
,,1.0,48.88714,2.3468400000000003,Paris,75018,Île-de-France,2,Entire home/apt,1.0,0.5,1.0,$50.00,,$100.00,1,7,90
100%,,1.0,48.86562,2.35166,Paris,75002,Île-de-France,4,Private room,0.0,1.0,2.0,$96.00,$50.00,$200.00,3,365,218
,,1.0,48.843059999999994,2.29449,Paris,75015,Île-de-France,4,Entire home/apt,3.0,2.0,3.0,$130.00,,,1,1125,0
100%,,1.0,48.84217,2.30147,Paris,75015,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$60.00,$40.00,$700.00,2,1125,29
100%,,1.0,48.85763,2.31157,Paris,75007,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$72.00,$30.00,,3,1125,21
100%,,1.0,48.8834,2.3609299999999998,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,3.0,$98.00,$22.00,$200.00,4,1125,60
100%,,1.0,48.85222,2.36462,Paris,75004,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$265.00,$60.00,$200.00,5,1125,44
92%,,2.0,48.85337,2.37699,Paris,75011,Île-de-France,4,Private room,1.0,1.0,1.0,$65.00,$20.00,$300.00,5,1125,31
,,1.0,48.85266,2.33332,Paris,75006,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$120.00,$30.00,$350.00,1,1125,0
100%,,1.0,48.8655,2.37225,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$89.00,$29.00,$500.00,4,30,267
100%,,1.0,48.8766,2.35169,Paris,75010,Île-de-France,5,Entire home/apt,3.0,2.0,3.0,$350.00,$170.00,"$1,000.00",2,1125,12
100%,,3.0,48.87415,2.28273,Paris,75116,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$140.00,$40.00,$500.00,2,1125,11
,,1.0,48.83821,2.34028,Paris,75014,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$110.00,$20.00,$350.00,3,7,26
,,1.0,48.84497,2.34452,Paris,75005,Île-de-France,4,Entire home/apt,2.0,2.0,3.0,$180.00,,,30,365,43
,,1.0,48.88387,2.3275799999999998,Paris,75018,Île-de-France,2,Entire home/apt,2.0,1.0,2.0,$150.00,$40.00,$400.00,4,1125,5
80%,,1.0,48.85105,2.4001900000000003,Paris,75020,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$45.00,,,4,1125,10
0%,,1.0,48.87218,2.36328,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$80.00,$50.00,$500.00,21,365,5
,,1.0,48.88625,2.3166,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$250.00,,,2,10,1
,,1.0,48.876459999999994,2.37689,Paris,75019,Île-de-France,2,Private room,1.0,1.0,1.0,$40.00,$35.00,$250.00,12,1125,1
,,1.0,48.82703,2.37417,Paris,75013,Ile de France,4,Entire home/apt,1.0,1.0,2.0,$80.00,,,5,1125,5
100%,,1.0,48.85303,2.39878,Paris,75020,Île-de-France,6,Entire home/apt,2.0,1.0,3.0,$110.00,$30.00,$400.00,2,1125,41
100%,,2.0,48.87569000000001,2.28124,Paris,75116,Île-de-France,1,Private room,1.0,1.0,1.0,$33.00,$19.00,$90.00,5,1125,97
100%,,2.0,48.86709000000001,2.34603,Paris,75002,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$92.00,,,6,1125,66
100%,,27.0,48.870490000000004,2.3157200000000002,Paris,75008,Île-de-France,6,Entire home/apt,3.0,3.0,6.0,$350.00,$100.00,$300.00,4,365,83
,,1.0,48.88281,2.3366700000000002,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$40.00,$15.00,,6,30,14
,,1.0,48.83409,2.30585,Paris,75015,Île-de-France,2,Private room,1.0,1.0,1.0,$38.00,$20.00,$100.00,2,1125,29
,,1.0,48.86987,2.38651,Paris,75020,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$49.00,$0.00,$250.00,4,15,27
,,1.0,48.88094,2.39248,Paris,75019,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$35.00,,,3,1125,15
,,2.0,48.88381,2.36153,Paris,75010,Île-de-France,2,Private room,1.0,1.0,1.0,$60.00,$15.00,$100.00,1,1125,0
,,1.0,48.87791,2.29451,Paris,75017,Île-de-France,2,Entire home/apt,0.0,1.0,0.0,$79.00,$40.00,$0.00,3,1125,29
,,1.0,48.88969,2.31925,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,,$300.00,2,1125,28
,,1.0,48.867259999999995,2.32682,Paris,75001,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$50.00,,,3,1125,2
,,1.0,48.87389,2.3807400000000003,Paris,75019,Île-de-France,6,Entire home/apt,3.0,1.0,3.0,$200.00,$30.00,$500.00,6,14,0
,,1.0,48.84523,2.35417,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,,,1,1125,0
,,1.0,48.8855,2.34449,Paris,75018,Île-de-France,6,Entire home/apt,2.0,1.0,3.0,$170.00,$55.00,$500.00,2,1125,8
,,1.0,48.84883,2.37653,Paris,75012,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$85.00,,,1,1125,1
,,1.0,48.84902,2.31371,Paris,75007,Île-de-France,4,Entire home/apt,1.0,1.5,2.0,$140.00,$30.00,,3,15,4
,,1.0,48.85666,2.36366,Paris,75004,Île-de-France,3,Entire home/apt,0.0,1.0,2.0,$110.00,$50.00,$750.00,1,1125,9
100%,,1.0,48.8774,2.30614,Paris,75008,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$180.00,$50.00,,2,1125,8
,,1.0,48.85474,2.26857,Paris,75016,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,$20.00,$500.00,8,8,0
100%,,3.0,48.849470000000004,2.38945,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$150.00,$50.00,$300.00,7,1125,5
,,1.0,48.85172,2.34631,Parigi,75005,Île-de-France,2,Shared room,1.0,2.0,2.0,$49.00,$20.00,$150.00,1,1125,0
100%,,1.0,48.85685,2.38579,Paris,75011,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$150.00,$50.00,$700.00,2,1125,48
,,1.0,48.86559000000001,2.39277,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$75.00,$20.00,$200.00,2,1125,26
100%,,2.0,48.89286,2.3122700000000003,Paris,75017,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$99.00,$40.00,$600.00,2,1125,50
100%,,2.0,48.88375,2.37908,Paris,75019,Île-de-France,2,Private room,1.0,1.0,0.0,$41.00,$15.00,,1,1125,56
100%,,92.0,48.87223,2.3079099999999997,Paris,75008,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$99.00,$50.00,$300.00,1,365,178
100%,,2.0,48.83316,2.32821,Paris,75014,Île-de-France,2,Private room,1.0,1.0,1.0,$90.00,$18.00,$0.00,3,1125,64
100%,,18.0,48.88508,2.38503,Paris,75019,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$69.00,$30.00,$500.00,1,30,235
,,1.0,48.882329999999996,2.34007,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$75.00,$30.00,$300.00,1,1125,0
80%,,1.0,48.83778,2.3239400000000003,Paris,75014,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$85.00,$45.00,$500.00,3,30,113
100%,,1.0,48.88925,2.3275099999999997,Paris,75018,Île-de-France,3,Entire home/apt,0.0,1.0,2.0,$70.00,$40.00,$300.00,5,32,45
100%,,13.0,48.86349000000001,2.34016,Paris,75001,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$190.00,$60.00,$600.00,3,1125,16
100%,,1.0,48.85028,2.3691299999999997,Paris,75012,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$60.00,$30.00,$200.00,3,1125,79
100%,,2.0,48.879909999999995,2.3122599999999998,Paris,75008,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$128.00,$45.00,$600.00,2,1125,140
100%,,1.0,48.852129999999995,2.37515,Paris,75011,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$150.00,$40.00,$300.00,4,1125,23
100%,,1.0,48.8391,2.34991,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,$0.00,$0.00,6,1125,15
,,1.0,48.878609999999995,2.3327400000000003,Paris,75009,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$60.00,$20.00,$200.00,4,1125,74
100%,,4.0,48.84605,2.3292200000000003,Paris,75006,Île-de-France,4,Entire home/apt,2.0,2.0,4.0,$280.00,$50.00,,30,305,8
100%,,2.0,48.83224000000001,2.3521400000000003,Paris,75013,Île-de-France,2,Private room,1.0,0.5,1.0,$70.00,$30.00,$180.00,2,30,14
80%,,1.0,48.86056,2.36523,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,,$200.00,2,15,180
60%,,1.0,48.87961,2.3864099999999997,Paris,75019,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$69.00,$50.00,$500.00,14,1125,12
,,1.0,48.834309999999995,2.40437,Paris,75012,Île-de-France,2,Private room,1.0,1.0,3.0,$80.00,,,1,1125,0
100%,,1.0,48.84679000000001,2.29107,Paris,75015,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$160.00,$50.00,"$1,000.00",6,30,10
95%,,45.0,48.85808,2.29317,Paris,75007,Île-de-France,6,Entire home/apt,3.0,2.5,5.0,$599.00,$85.00,"$1,000.00",1,1125,76
100%,,4.0,48.86689000000001,2.3606599999999998,Paris,75003,Île-de-France,16,Entire home/apt,1.0,0.5,1.0,$800.00,$60.00,$600.00,2,45,8
,,1.0,48.86772,2.39836,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$49.00,,$200.00,3,16,2
100%,,1.0,48.88812,2.33886,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$55.00,$20.00,$400.00,2,1125,169
,,1.0,48.87122,2.35437,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,$70.00,$300.00,2,25,53
,,1.0,48.875609999999995,2.3193099999999998,Paris,75008,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$59.00,$15.00,$350.00,2,15,9
,,1.0,48.85774,2.37842,Paris,75011,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$37.00,,,1,1125,6
100%,,1.0,48.860479999999995,2.35387,Paris,75004,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$90.00,$50.00,$300.00,3,7,93
100%,,1.0,48.872679999999995,2.3416900000000003,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$110.00,$50.00,"$1,000.00",3,1125,7
100%,,2.0,48.86544,2.38361,Paris,75011,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$60.00,$100.00,$600.00,15,1125,0
,,2.0,48.85011,2.27472,Paris,75016,Île-de-France,1,Private room,1.0,1.5,1.0,$30.00,,,1,1125,3
,,1.0,48.86358,2.37111,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$50.00,$15.00,$350.00,4,30,0
67%,,1.0,48.8633,2.3568700000000002,Paris,75003,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$99.00,,$85.00,15,31,7
100%,,1.0,48.85411,2.33737,Paris,75006,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$130.00,$85.00,$500.00,3,30,53
100%,,1.0,48.85222,2.32952,Paris,75007,Île-de-France,1,Private room,1.0,1.0,1.0,$55.00,$30.00,,1,10,134
67%,,1.0,48.87283,2.38817,Paris,75020,Île-de-France,5,Entire home/apt,2.0,1.0,2.0,$150.00,,,2,1125,0
100%,,3.0,48.88038,2.34785,Paris,75009,Paris,2,Private room,1.0,1.0,1.0,$53.00,$8.00,,1,1125,207
,,1.0,48.89505,2.34147,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,,,1,1125,0
,,2.0,48.89193,2.34934,Paris,75018,Île-de-France,2,Private room,1.0,1.0,1.0,$35.00,,,1,1125,8
,,1.0,48.86428,2.34828,Paris,75001,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$68.00,,$100.00,4,10,0
100%,,1.0,48.87666,2.37506,Paris,75019,Île-de-France,12,Entire home/apt,6.0,2.5,7.0,$406.00,$100.00,"$1,500.00",2,1125,57
,,1.0,48.8655,2.273,Paris,75116,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,$20.00,$300.00,3,1125,12
94%,,2.0,48.86886,2.38139,Paris,75020,Île-de-France,3,Private room,1.0,1.0,2.0,$55.00,,$150.00,2,1125,22
,,1.0,48.84601,2.33593,Paris,75006,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$45.00,,$150.00,3,1125,2
94%,,2.0,48.87957,2.37597,Paris,75019,Île-de-France,2,Shared room,1.0,1.0,0.0,$30.00,$9.00,$350.00,1,5,80
100%,,1.0,48.86152,2.3101700000000003,Paris,75007,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$120.00,$30.00,$550.00,3,10,79
100%,,6.0,48.8668,2.34662,Paris,75002,Île-de-France,1,Entire home/apt,0.0,0.5,1.0,$39.00,$20.00,$100.00,30,305,15
,,1.0,48.88293,2.3393200000000003,Paris,75018,Île-de-France,6,Entire home/apt,2.0,1.0,2.0,$95.00,$20.00,$300.00,1,4,51
100%,,1.0,48.84034000000001,2.34919,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$120.00,$30.00,$400.00,5,1125,47
,,1.0,48.827329999999996,2.32185,Paris,75014,Île-de-France,1,Private room,1.0,1.0,1.0,$80.00,,,1,1125,1
,,1.0,48.883070000000004,2.3292900000000003,Paris,75009,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$99.00,,$300.00,3,60,4
0%,,1.0,48.87004,2.35258,Paris,75010,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$69.00,,$200.00,13,365,21
100%,,1.0,48.85118,2.33127,Paris,75006,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,,$200.00,3,90,153
100%,,47.0,48.85705,2.3629599999999997,Paris,75003,Île-de-France,2,Entire home/apt,0.0,1.0,2.0,$85.00,$50.00,$200.00,90,365,3
95%,,89.0,48.86445,2.3576,Paris,75003,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$120.00,,$400.00,30,270,13
,,1.0,48.89278,2.3312,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,,$150.00,2,15,0
,,1.0,48.87421,2.2930099999999998,Paris,75017,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$89.00,$25.00,$500.00,1,1125,22
100%,,1.0,48.86446,2.35759,Paris,75003,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$75.00,$20.00,,5,21,20
,,1.0,48.84532,2.2934799999999997,Paris,75015,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$60.00,,$200.00,15,1125,2
,,1.0,48.839459999999995,2.34744,Paris,75005,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$70.00,,$200.00,3,30,4
,,1.0,48.866409999999995,2.34547,Paris,75002,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$185.00,,"$1,000.00",2,1125,84
,,1.0,48.89944000000001,2.33641,Paris,75018,Île-de-France,2,Private room,1.0,1.0,1.0,$48.00,,,2,5,17
90%,,5.0,48.86838,2.34016,Paris,75002,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$130.00,$70.00,,6,1125,36
100%,,1.0,48.82909,2.322,Paris,75014,Île-de-France,1,Entire home/apt,0.0,1.0,1.0,$60.00,$30.00,$200.00,2,1125,112
70%,,1.0,48.86815,2.3494099999999998,Paris,75002,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$79.00,$30.00,$700.00,5,30,58
,,1.0,48.88261,2.3730900000000004,Paris,75019,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$80.00,$50.00,$800.00,1,1125,11
,,1.0,48.8572,2.3203400000000003,Paris,75007,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$75.00,$35.00,$400.00,3,1125,14
,,1.0,48.88573,2.32028,Paris,75017,Île-de-France,4,Entire home/apt,3.0,1.0,4.0,$243.00,$30.00,$500.00,3,10,0
,,1.0,48.85982,2.26504,Paris,75016,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$220.00,$30.00,$500.00,1,1125,1
100%,,1.0,48.86014,2.37282,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$55.00,$20.00,$200.00,2,1125,124
50%,,1.0,48.82776,2.32832,Paris,75014,Île-de-France,1,Private room,1.0,1.0,1.0,$48.00,,,1,1125,42
100%,,1.0,48.889920000000004,2.3420900000000002,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$117.00,$45.00,$600.00,4,60,46
56%,,1.0,48.85538,2.3236,Paris,75007,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$88.00,,,2,1125,191
90%,,1.0,48.82503,2.34021,Paris,75014,Île-de-France,2,Private room,1.0,1.0,1.0,$60.00,$0.00,$0.00,3,1125,62
100%,,1.0,48.86958,2.38278,Paris,75020,Île-de-France,5,Entire home/apt,3.0,1.0,3.0,$80.00,$50.00,$500.00,5,21,36
100%,,1.0,48.87559,2.39012,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$59.00,$20.00,$150.00,2,15,27
100%,,2.0,48.867509999999996,2.40974,Paris,75020,Île-de-France,2,Entire home/apt,0.0,1.0,0.0,$50.00,$20.00,$500.00,20,120,10
75%,,1.0,48.84534,2.35416,Paris,75005,IDF,2,Entire home/apt,1.0,1.0,1.0,$65.00,,,10,1125,33
,,1.0,48.890190000000004,2.35229,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$40.00,$15.00,,3,7,28
,,1.0,48.86847,2.3363,Paris,75002,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$100.00,$20.00,,1,1125,0
95%,,23.0,48.86633,2.28323,Paris,75116,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$108.00,$85.00,"$2,800.00",91,366,0
82%,,10.0,48.85911,2.3677900000000003,Paris,75011,Île-de-France,6,Entire home/apt,2.0,2.0,3.0,$220.00,$50.00,$500.00,3,1125,110
,,1.0,48.88816,2.3492599999999997,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$50.00,$20.00,$200.00,2,1125,17
100%,,2.0,48.87192,2.3616900000000003,Paris,75010,Île-de-France,6,Entire home/apt,3.0,1.0,3.0,$45.00,,,5,10,1
,,1.0,48.86339,2.3824099999999997,Paris,75011,Île-de-France,3,Entire home/apt,2.0,1.0,2.0,$100.00,,,2,1125,0
60%,,1.0,48.87903,2.31984,Paris,75008,Île-de-France,2,Entire home/apt,0.0,1.0,0.0,$85.00,$18.00,$250.00,2,15,52
100%,,1.0,48.87915,2.3587599999999997,Paris,75010,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$145.00,$40.00,,2,65,84
100%,,1.0,48.85972,2.3691,Paris,75011,IDF,4,Entire home/apt,0.0,1.0,3.0,$100.00,$30.00,$800.00,120,300,171
0%,,1.0,48.86108,2.38383,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$130.00,,,1,1125,0
,,1.0,48.88068,2.3639200000000002,Paris,75010,Île-de-France,2,Private room,1.0,1.0,1.0,$26.00,$15.00,$100.00,2,1125,6
100%,,1.0,48.88573,2.34065,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$180.00,$23.00,$0.00,2,1125,129
,,1.0,48.89447,2.34383,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,$60.00,$300.00,4,29,2
100%,,1.0,48.8841,2.36313,Paris,75010,Île-de-France,2,Private room,1.0,1.0,1.0,$66.00,$15.00,$0.00,1,1125,467
100%,,2.0,48.89044000000001,2.35871,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$51.00,$35.00,$0.00,8,1125,43
,,1.0,48.85837,2.3599099999999997,Paris,75003,Île-de-France,4,Entire home/apt,1.0,1.5,2.0,$210.00,$80.00,$600.00,3,30,100
,,1.0,48.85013,2.29828,Paris,75015,Île-de-France,7,Entire home/apt,4.0,2.0,7.0,$380.00,$80.00,$600.00,3,1125,10
,,1.0,48.84182,2.2997099999999997,Paris,75015,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$40.00,$15.00,,5,14,4
0%,,1.0,48.85727,2.40387,Paris,75020,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$80.00,$30.00,$500.00,3,1125,11
,,1.0,48.835,2.35174,Paris,75013,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$100.00,,,1,1125,34
100%,,25.0,48.87519,2.32806,Paris city,75009,Paris province,4,Entire home/apt,2.0,2.0,3.0,$324.00,,"$1,000.00",5,30,38
100%,,25.0,48.876509999999996,2.3297,Paris city,75009,Paris province,2,Entire home/apt,1.0,1.5,1.0,$259.00,$0.00,"$1,000.00",10,31,20
100%,,2.0,48.87983,2.34069,Paris,75009,Île-de-France,1,Private room,1.0,0.5,1.0,$35.00,$25.00,$250.00,7,1125,10
,,1.0,48.88513,2.33405,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$250.00,$30.00,$100.00,2,1125,10
,,1.0,48.88508,2.3109599999999997,Paris,75017,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$40.00,,,5,15,15
,,1.0,48.84121,2.2888,Paris,75015,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,$20.00,$300.00,3,14,4
,,1.0,48.88782,2.3686700000000003,Paris,75019,IDF,4,Entire home/apt,1.0,1.0,2.0,$80.00,,,1,1125,1
100%,,1.0,48.83319,2.30117,Paris,75015,Île-de-France,4,Entire home/apt,1.0,1.0,3.0,$92.00,$30.00,$200.00,6,60,73
83%,,1.0,48.87572,2.34607,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,$20.00,$200.00,2,1125,9
,,1.0,48.891870000000004,2.37529,Paris,75019,Île-de-France,2,Entire home/apt,0.0,1.0,2.0,$50.00,,,2,1125,29
100%,,2.0,48.84304,2.32483,Paris,75015,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$59.00,,,7,1125,104
,,1.0,48.848729999999996,2.2749599999999996,Paris,75016,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$100.00,$30.00,$300.00,1,1125,1
